0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
4.5,4.5
4.5,4.5
4.11,4.11
4.11,4.11
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
0.15,0.15
0.15,0.15
0.15,0.15
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
4.5,4.5
4.5,4.5
4.11,4.11
2.14,2.14
2.14,2.14
2.1,2.1
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.8,2.8
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.8,2.8
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
3.9,3.9
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
3.9,3.9
2.1,2.1
3.9,3.9
3.9,3.9
2.1,2.1
3.9,3.9
2.1,2.1
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
2.1,2.1
3.9,3.9
3.9,3.9
2.1,2.1
2.1,2.1
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
2.1,2.1
3.9,3.9
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
3.9,3.9
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.14,2.14
4.11,4.11
0.15,0.15
1.6,1.6
0.3,0.3
2.8,2.8
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
4.11,4.11
4.11,4.11
1.6,1.6
2.14,2.14
2.14,2.14
4.11,4.11
4.11,4.11
4.11,4.11
1.7,1.7
1.12,1.12
4.11,4.11
4.11,4.11
4.11,4.11
1.12,1.12
4.11,4.11
4.11,4.11
2.14,2.14
4.11,4.11
4.11,4.11
2.14,2.14
4.5,4.5
1.12,1.12
0.15,0.15
4.11,4.11
2.14,2.14
4.11,4.11
1.13,1.13
0.15,0.15
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
3.9,3.9
3.9,3.9
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
2.1,2.1
0.15,0.15
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
2.1,2.1
2.1,2.1
0.15,0.15
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
3.9,3.9
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
3.9,3.9
2.1,2.1
3.9,3.9
2.1,2.1
3.9,3.9
3.9,3.9
3.9,3.9
2.1,2.1
2.1,2.1
3.9,3.9
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.14,2.14
3.9,3.9
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
3.9,3.9
2.1,2.1
3.9,3.9
3.9,3.9
3.9,3.9
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.1,2.1
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
2.14,2.14
4.11,4.11
4.11,4.11
4.11,4.11
4.11,4.11
4.11,4.11
2.14,2.14
4.11,4.11
4.11,4.11
4.11,4.11
1.12,1.12
4.5,4.5
4.5,4.5
4.5,4.5
0.15,0.15
2.14,2.14
1.12,1.12
4.11,4.11
2.14,2.14
4.11,4.11
4.11,4.11
0.3,0.3
1.12,1.12
1.12,1.12
4.11,4.11
4.11,4.11
4.11,4.11
1.6,1.6
4.11,4.11
2.14,2.14
0.3,0.3
4.11,4.11
2.14,2.14
4.11,4.11
4.5,4.5
4.5,4.5
4.11,4.11
2.14,2.14
4.11,4.11
4.11,4.11
4.5,4.5
4.5,4.5
